OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
03842500, CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY                    , FL ,327010000,Proprietary, 86 , 86 ," $246,441.00 ", 112 ," $155,678.00 "
03846300, PACIFIC LIFE BIBLE COLLEGE                                             ,,V3S 2A5       ,Foreign-Private, 6 , 6 ," $22,581.00 ", 7 ," $13,541.00 "
03847300, CRANDALL UNIVERSITY                                                    ,,E1G 3H9       ,Foreign-Private, 2 , 2 ," $9,000.00 ", 4 ," $9,000.00 "
03848300, DAY SPA CAREER COLLEGE                                                 , MS ,395640000,Proprietary, 8 , 8 ," $24,889.00 ", 12 ," $20,028.00 "
03853300, KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES                       , CA ,917114817,Private-Nonprofit, -   , -   , $-   , -   , $-   
03855300, ECCLESIA COLLEGE                                                       , AR ,727628159,Private-Nonprofit, 97 , 97 ," $389,328.00 ", 99 ," $194,600.00 "
03856300, UNIVERSAL CAREER SCHOOL                                                , FL ,331744406,Proprietary, 63 , 63 ," $198,816.00 ", 79 ," $120,150.00 "
03856500, FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY                                , FL ,326015507,Private-Nonprofit, 23 , 24 ," $83,688.00 ", 25 ," $42,688.00 "
03859300, E.I.N.E.                                                               , MA ,018764709,Proprietary, 10 , 10 ," $25,665.00 ", 12 ," $14,584.00 "
03859400, FALMOUTH UNIVERSITY                                                    ,,TR11 4RH      ,Foreign-Public, 6 , 6 ," $25,000.00 ", 6 ," $8,335.00 "
03868300, WORLD MISSION UNIVERSITY                                               , CA ,900201789,Private-Nonprofit, 4 , 4 ," $14,500.00 ", 4 ," $8,500.00 "
03868400, LOS ANGELES MUSIC ACADEMY                                              , CA ,911052540,Proprietary, 37 , 37 ," $134,614.00 ", 49 ," $62,555.00 "
03871300, FOLSOM LAKE COLLEGE                                                    , CA ,956306798,Public, 180 , 180 ," $690,227.00 ", 182 ," $359,485.00 "
03872400, INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES                               , VA ,222023609,Private-Nonprofit, -   , -   , $-   , -   , $-   
03872500, NORTHLAND INTERNATIONAL UNIVERSITY                                     , WI ,541199285,Private-Nonprofit, 116 , 118 ," $476,239.00 ", 118 ," $261,370.00 "
03874300, CAMBRIDGE JUNIOR COLLEGE                                               , CA ,959938978,Proprietary, 33 , 33 ," $113,112.00 ", 36 ," $62,414.00 "
03874400, COMMUNITY CHRISTIAN COLLEGE                                            , CA ,923734465,Private-Nonprofit, 20 , 23 ," $54,276.00 ", 44 ," $39,440.00 "
03875300, MCI INSTITUTE OF TECHNOLOGY                                            , FL ,334094937,Proprietary, 69 , 69 ," $204,938.00 ", 77 ," $109,097.00 "
03876300, CULPEPER COSMETOLOGY TRAINING CENTER                                   , VA ,227013105,Public, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 "
03878300, PROFESSIONAL MASSAGE TRAINING CENTER                                   , MO ,658032939,Proprietary, 5 , 5 ," $17,500.00 ", 5 ," $8,750.00 "
03880300, UNIVERSITY OF GLOUCESTERSHIRE (THE)                                    ,,GL50 2RH      ,Foreign-Public, 2 , 2 ," $11,000.00 ", 2 ," $3,666.00 "
03881300, UNION GRADUATE COLLEGE                                                 , NY ,123083131,Private-Nonprofit, -   , -   , $-   , -   , $-   
03881400, EUROPEAN MASSAGE THERAPY SCHOOL                                        , IL ,600772269,Proprietary, 29 , 29 ," $67,602.00 ", 32 ," $37,952.00 "
03883400, AVIATION INSTITUTE OF MAINTENANCE                                      , VA ,201094156,Proprietary, 36 , 36 ," $137,537.00 ", 48 ," $88,701.00 "
03885300, EMPLOYMENT SOLUTIONS                                                   , KY ,405173260,Private-Nonprofit, 143 , 143 ," $409,462.00 ", 201 ," $271,742.00 "
03886300, REGENCY SCHOOL OF HAIR DESIGN                                          , KY ,416531278,Proprietary, 6 , 6 ," $20,833.00 ", 6 ," $10,417.00 "
03888300, DRAGON RISES COLLEGE OF ORIENTAL MEDICINE                              , FL ,326015089,Proprietary, 4 , 4 ," $16,500.00 ", 4 ," $11,000.00 "
03889300, STANBRIDGE COLLEGE                                                     , CA ,926120000,Proprietary, 510 , 511 ," $1,802,033.00 ", 576 ," $1,014,314.00 "
03891300, SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY       , IL ,606044466,Proprietary, 81 , 81 ," $233,217.00 ", 84 ," $120,983.00 "
03894300, HUNTSVILLE BIBLE COLLEGE                                               , AL ,358110000,Private-Nonprofit, 64 , 65 ," $238,910.00 ", 66 ," $121,956.00 "
03897400, INTERNATIONAL SPACE UNIVERSITY                                         ,,000067400,Foreign-Private, -   , -   , $-   , -   , $-   
03899300, CALVARY BAPTIST THEOLOGICAL SEMINARY                                   , PA ,194464718,Private-Nonprofit, -   , -   , $-   , -   , $-   
03901300, PACIFIC COAST TRADE SCHOOL                                             , CA ,930332441,Proprietary, 75 , 75 ," $250,842.00 ", 95 ," $155,725.00 "
03903400, AMERICAN BEAUTY SCHOOL                                                 , NY ,104628003,Proprietary, 65 , 66 ," $195,909.00 ", 74 ," $106,694.00 "
03903500, SOUTHERN TECHNICAL COLLEGE                                             , FL ,328090000,Proprietary, 836 , 861 ," $2,733,666.00 "," 1,261 "," $1,461,828.00 "
03907300, PAUL MITCHELL THE SCHOOL GREAT LAKES                                   , MI ,480600000,Proprietary, 101 , 101 ," $317,797.00 ", 141 ," $217,400.00 "
03909300, MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY                                , UT ,843234679,Proprietary, 20 , 20 ," $70,550.00 ", 23 ," $41,500.00 "
03910400, NATIONAL POLYTECHNIC COLLEGE                                           , CA ,900403066,Proprietary, 71 , 71 ," $251,331.00 ", 92 ," $145,480.00 "
03912300, CROSSETT SCHOOL OF COSMETOLOGY                                         , AR ,716350000,Proprietary, 13 , 13 ," $42,514.00 ", 18 ," $29,507.00 "
03914300," CALC, INSTITUTE OF TECHNOLOGY                                          ", IL ,620025946,Proprietary, 56 , 56 ," $179,569.00 ", 71 ," $104,245.00 "
03915300, CAREER QUEST LEARNING CENTER                                           , MI ,489104732,Proprietary, 269 , 269 ," $905,002.00 ", 371 ," $631,718.00 "
03916300, ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING                             , MO ,637035809,Proprietary, 41 , 41 ," $133,732.00 ", 50 ," $82,982.00 "
03917300, EVERGREEN BEAUTY AND BARBER COLLEGE                                    , WA ,982083759,Proprietary, 109 , 109 ," $314,428.00 ", 153 ," $210,766.00 "
03920300, INSTITUTE OF HAIR DESIGN                                               , TN ,383101801,Proprietary, 16 , 16 ," $42,250.00 ", 21 ," $28,750.00 "
03921300, CAMEO COLLEGE OF ESSENTIAL BEAUTY                                      , UT ,841076134,Proprietary, 55 , 55 ," $168,986.00 ", 69 ," $98,802.00 "
03923300, PRECISION MANUFACTURING INSTITUTE                                      , PA ,163358380,Private-Nonprofit, 17 , 17 ," $48,404.00 ", 24 ," $31,825.00 "
03924300, HAIR ACADEMY 110 (THE)                                                 , MO ,635012915,Proprietary, 8 , 8 ," $24,500.00 ", 10 ," $17,500.00 "
03925300, BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK       , WI ,530249699,Private-Nonprofit, 14 , 14 ," $46,718.00 ", 14 ," $22,689.00 "
03927300, MARINELLO SCHOOL OF BEAUTY                                             , CT ,063572447,Proprietary, 138 , 138 ," $388,404.00 ", 168 ," $237,050.00 "
03928300, CENTRAL STATE MASSAGE ACADEMY                                          , OK ,731626007,Proprietary, 14 , 14 ," $37,209.00 ", 22 ," $27,570.00 "
03930300, BUCHANAN BEAUTY COLLEGE                                                , TN ,371602741,Proprietary, 19 , 19 ," $50,972.00 ", 22 ," $28,760.00 "
03932500, TOTAL COSMETOLOGY TRAINING CENTER                                      , WA ,992176231,Proprietary, 70 , 71 ," $213,851.00 ", 103 ," $153,325.00 "
03933300, MUELLER COLLEGE                                                        , CA ,921083001,Proprietary, 33 , 33 ," $87,439.00 ", 46 ," $39,611.00 "
03935300, CALIFORNIA NURSES EDUCATIONAL INSTITUTE                                , CA ,922643612,Proprietary, 58 , 58 ," $200,982.00 ", 65 ," $110,652.00 "
03939300, WOLFORD COLLEGE                                                        , FL ,341081931,Proprietary, -   , -   , $-   , -   , $-   
03939400, CENTURA INSTITUTE                                                      , FL ,328104719,Proprietary, 6 , 6 ," $14,295.00 ", 8 ," $11,034.00 "
03939600, DAYTONA COLLEGE                                                        , FL ,321748449,Proprietary, 197 , 201 ," $565,431.00 ", 340 ," $378,551.00 "
03941300, AVE MARIA UNIVERSITY                                                   , FL ,341429505,Private-Nonprofit, 407 , 408 ," $1,610,007.00 ", 408 ," $846,620.00 "
03941400, ELITE ACADEMY OF BEAUTY ARTS                                           , NY ,112231630,Proprietary, 10 , 10 ," $32,666.00 ", 10 ," $16,334.00 "
03944300, MASSAGE THERAPY TRAINING INSTITUTE                                     , NM ,880074775,Proprietary, 21 , 21 ," $57,400.00 ", 29 ," $40,600.00 "
03944400, PROFESSIONAL CAREERS INSTITUTE                                         , TX ,770362252,Proprietary, 73 , 73 ," $211,126.00 ", 96 ," $139,250.00 "
03946300, FRANKLIN W. OLIN COLLEGE OF ENGINEERING                                , MA ,024921200,Private-Nonprofit, 91 , 92 ," $288,093.00 ", 93 ," $145,102.00 "
03948300, HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY                        , PA ,171012116,Private-Nonprofit, 198 , 292 ," $716,776.00 ", 506 ," $600,258.00 "
03949300, WON INSTITUTE OF GRADUATE STUDIES                                      , PA ,190384535,Private-Nonprofit, -   , -   , $-   , -   , $-   
03950500, NORTHWEST REGIONAL TECHNOLOGY INSTITUTE                                , PA ,165082820,Proprietary, 33 , 33 ," $80,843.00 ", 42 ," $49,764.00 "
03952300, NATIONAL MASSAGE THERAPY INSTITUTE                                     , PA ,191163965,Proprietary, 207 , 208 ," $716,625.00 ", 222 ," $369,016.00 "
03953300, YAKIMA BEAUTY SCHOOL                                                   , WA ,989012202,Proprietary, 14 , 14 ," $44,810.00 ", 21 ," $34,116.00 "
03957300, BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE                             , WV ,254036043,Public," 1,107 "," 1,107 "," $4,080,685.00 "," 1,107 "," $2,055,312.00 "
03957400, NEW COLLEGE OF FLORIDA                                                 , FL ,342432109,Public, 180 , 189 ," $699,387.00 ", 189 ," $368,854.00 "
03960300, NEW RIVER COMMUNITY AND TECHNICAL COLLEGE                              , WV ,258012636,Public, 491 , 499 ," $1,421,925.00 ", 506 ," $708,198.00 "
03962300, AMERICAN INSTITUTE OF MASSAGE THERAPY                                  , CA ,927055463,Proprietary, 6 , 6 ," $17,000.00 ", 6 ," $8,500.00 "
03963300, HEALING TOUCH CAREER COLLEGE                                           , MS ,394021300,Proprietary, 32 , 32 ," $85,252.00 ", 32 ," $42,639.00 "
03964400, INTERNATIONAL SCHOOL OF BEAUTY                                         , CA ,922602740,Proprietary, 74 , 74 ," $234,271.00 ", 106 ," $165,077.00 "
03965300, NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE                            , MA ,021101605,Proprietary, 206 , 236 ," $640,173.00 ", 297 ," $405,776.00 "
03965500, HAIR EXPRESSIONS ACADEMY                                               , MD ,208521729,Proprietary, 93 , 93 ," $309,100.00 ", 123 ," $204,508.00 "
03968300, LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE                                 , MI ,480600000,Proprietary, 6 , 6 ," $19,134.00 ", 6 ," $9,570.00 "
03969600, UEI COLLEGE                                                            , CA ,902474201,Proprietary, 475 , 476 ," $1,640,889.00 ", 479 ," $811,398.00 "
03970300, HANDS ON THERAPY                                                       , TX ,751492294,Proprietary, 23 , 23 ," $60,847.00 ", 29 ," $36,532.00 "
03970400, WELLSPRING SCHOOL OF ALLIED HEALTH                                     , MO ,641143313,Proprietary, 79 , 79 ," $255,808.00 ", 84 ," $135,537.00 "
03971300, AMERICAN CAREER COLLEGE                                                , CA ,917644906,Proprietary, 883 , 886 ," $2,981,842.00 "," 1,144 "," $1,785,909.00 "
03973300, EX'PRESSION COLLEGE FOR DIGITAL ARTS                                   , CA ,946081021,Proprietary, 258 , 258 ," $1,116,627.00 ", 327 ," $730,263.00 "
03974300," ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE                 ",,,Foreign-For-Profit, -   , -   , $-   , -   , $-   
03974500, CALIFORNIA CAREER COLLEGE                                              , CA ,913032006,Proprietary, 43 , 43 ," $142,712.00 ", 78 ," $133,339.00 "
03975300, INSTITUTE OF PROFESSIONAL CAREERS                                      , NV ,891197825,Proprietary, 4 , 4 ," $11,512.00 ", 6 ," $8,672.00 "
03976300, MASSAGE THERAPY INSTITUTE OF COLORADO                                  , CO ,802062127,Proprietary, 26 , 26 ," $90,056.00 ", 30 ," $48,255.00 "
03976500, ANN ARBOR INSTITUTE OF MASSAGE THERAPY                                 , MI ,481031959,Proprietary, 20 , 20 ," $59,843.00 ", 20 ," $30,298.00 "
03980300, CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS                            , CA ,930128599,Public," 1,841 "," 1,846 "," $8,057,500.00 "," 1,831 "," $4,109,079.00 "
03982300, VISIBLE MUSIC COLLEGE                                                  , TN ,381032710,Private-Nonprofit, 84 , 84 ," $341,860.00 ", 85 ," $177,259.00 "
03985300, CDA TECHNICAL INSTITUTE                                                , FL ,322084131,Proprietary, 129 , 129 ," $337,480.00 ", 224 ," $293,112.00 "
03986300, AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY                   , FL ,349469022,Proprietary, 5 , 5 ," $19,500.00 ", 5 ," $9,750.00 "
03987300, TEXAS HEALTH SCHOOL                                                    , TX ,770792106,Proprietary, 54 , 54 ," $159,107.00 ", 75 ," $110,461.00 "
03988300," SAE INSTITUTE OF TECHNOLOGY, NEW YORK                                  ", NY ,100012915,Proprietary, 88 , 88 ," $299,487.00 ", 99 ," $165,831.00 "
03995300, UNIVERSITY OF EAST-WEST MEDICINE                                       , CA ,940853922,Proprietary, 8 , 8 ," $35,750.00 ", 9 ," $19,250.00 "
03997300, ARKANSAS BEAUTY COLLEGE                                                , AR ,728013741,Proprietary, 26 , 26 ," $74,508.00 ", 39 ," $55,610.00 "
03999300, BEAUMONT ADULT SCHOOL                                                  , CA ,922235121,Public, 42 , 42 ," $154,200.00 ", 42 ," $77,100.00 "
03999400, TRADITIONAL CHINESE MEDICAL COLLEGE OF HAWAII                          , HI ,967438324,Private-Nonprofit, -   , -   , $-   , -   , $-   
04001300, PALACE BEAUTY COLLEGE                                                  , CA ,900064233,Proprietary, 60 , 60 ," $149,746.00 ", 92 ," $106,476.00 "
04002400, ECUMENICAL THEOLOGICAL SEMINARY                                        , MI ,482013035,Private-Nonprofit, -   , -   , $-   , -   , $-   
04003300, BLAKE AUSTIN COLLEGE                                                   , CA ,956873100,Proprietary, 160 , 160 ," $539,263.00 ", 220 ," $359,187.00 "
04005300, UNITED STATES UNIVERSITY                                               , CA ,919111683,Proprietary, 87 , 87 ," $345,666.00 ", 108 ," $201,117.00 "
04006300, NUVO COLLEGE OF COSMETOLOGY                                            , MI ,494413822,Proprietary, 19 , 20 ," $61,837.00 ", 28 ," $42,992.00 "
04014300, P&A SCHOLARS BEAUTY SCHOOL                                             , MI ,482040000,Proprietary, 100 , 100 ," $291,755.00 ", 128 ," $191,649.00 "
04014400, PALLADIUM TECHNICAL ACADEMY                                            , CA ,917312429,Proprietary, 22 , 22 ," $77,000.00 ", 29 ," $50,750.00 "
04016500, AMERICAN INSTITUTE OF BEAUTY                                           , FL ,337715901,Proprietary, 99 , 99 ," $251,675.00 ", 139 ," $175,278.00 "
04021300, AUGUSTA SCHOOL OF MASSAGE                                              , GA ,308093185,Proprietary, 20 , 20 ," $44,348.00 ", 28 ," $31,514.00 "
04021400," AMERICAN COLLEGE, DUBLIN LIMITED (THE)                                 ",,,Foreign-Private, 14 , 14 ," $56,750.00 ", 14 ," $29,750.00 "
04021500, CENTRAL EUROPEAN UNIVERSITY                                            ,,H-1051        ,Foreign-Private, -   , -   , $-   , -   , $-   
04028300, MOUNTAIN STATE SCHOOL OF MASSAGE                                       , WV ,253042025,Proprietary, 7 , 7 ," $21,098.00 ", 7 ," $10,549.00 "
