,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
02572000, VISTA COLLEGE                                                          , TX ,799252021,Proprietary," 2,330 "," 2,399 "," $6,375,108.00 "," 3,972 "," $4,205,723.00 "," 2,228 "," 2,305 "," $10,148,085.00 "," 3,806 "," $6,411,961.00 ", -   , -   , $-   , -   , $-   , 65 , 70 ," $452,687.00 ", 136 ," $316,392.00 ", -   , -   , $-   , -   , $-   
02572800, VISTA COLLEGE                                                          , UT ,840150000,Proprietary, 81 , 84 ," $197,320.00 ", 166 ," $149,371.00 ", 78 , 81 ," $300,788.00 ", 159 ," $224,295.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02572900, BUSINESS INFORMATICS CENTER                                            , NY ,115805431,Proprietary, 19 , 19 ," $56,347.00 ", 27 ," $29,950.00 ", 12 , 13 ," $42,486.00 ", 20 ," $23,878.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $16,360.00 ", 2 ," $5,650.00 ", -   , -   , $-   , -   , $-   
02573100, EVANS HAIRSTYLING COLLEGE                                              , UT ,847202523,Proprietary, 5 , 5 ," $13,500.00 ", 8 ," $11,250.00 ", 6 , 6 ," $24,000.00 ", 10 ," $20,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02573200, LA BELLE BEAUTY ACADEMY                                                , FL ,331352827,Proprietary, 88 , 88 ," $221,339.00 ", 105 ," $122,951.00 ", 44 , 44 ," $137,057.00 ", 43 ," $68,389.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02573700, INSTITUTE FOR CLINICAL SOCIAL WORK                                     , IL ,606051229,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 49 , 49 ," $953,194.00 ", 97 ," $493,364.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $123,000.00 ", 11 ," $61,500.00 "
02573800, L'ACADEMIE DE CUISINE                                                  , MD ,208771414,Proprietary, 77 , 77 ," $243,250.00 ", 139 ," $221,750.00 ", 82 , 89 ," $373,000.00 ", 160 ," $332,125.00 ", -   , -   , $-   , -   , $-   , 6 , 7 ," $62,752.00 ", 12 ," $57,252.00 ", -   , -   , $-   , -   , $-   
02575400, INTERNATIONAL CULINARY CENTER                                          , NY ,100132618,Proprietary, 45 , 45 ," $104,985.00 ", 54 ," $63,009.00 ", 40 , 40 ," $156,666.00 ", 47 ," $92,334.00 ", -   , -   , $-   , -   , $-   , 59 , 59 ," $2,624,015.00 ", 71 ," $1,521,167.00 ", -   , -   , $-   , -   , $-   
02576200, MID-CONTINENT UNIVERSITY                                               , KY ,420669007,Private-Nonprofit, 3 , 3 ," $11,375.00 ", 3 ," $3,625.00 ", 3 , 3 ," $15,250.00 ", 3 ," $5,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02576900, CHARTER COLLEGE                                                        , AK ,995084103,Proprietary," 1,539 "," 1,578 "," $4,924,069.00 "," 2,579 "," $2,982,778.00 "," 1,477 "," 1,584 "," $7,199,755.00 "," 2,609 "," $4,354,175.00 ", -   , -   , $-   , -   , $-   , 16 , 16 ," $149,407.00 ", 26 ," $83,639.00 ", -   , -   , $-   , -   , $-   
02577000, PAUL MITCHELL THE SCHOOL - ESANI                                       , GA ,300761507,Proprietary, 92 , 93 ," $287,782.00 ", 123 ," $186,873.00 ", 96 , 97 ," $387,192.00 ", 132 ," $247,846.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $31,300.00 ", 6 ," $23,875.00 ", -   , -   , $-   , -   , $-   
02577900, SANTA BARBARA BUSINESS COLLEGE                                         , CA ,933091664,Proprietary, 316 , 338 ," $1,190,820.00 ", 729 ," $880,747.00 ", 298 , 316 ," $874,858.00 ", 669 ," $619,037.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $40,655.00 ", 22 ," $30,992.00 ", -   , -   , $-   , -   , $-   
02578000, SANTA BARBARA BUSINESS COLLEGE                                         , CA ,934546943,Proprietary, 98 , 111 ," $354,144.00 ", 238 ," $252,871.00 ", 93 , 95 ," $244,321.00 ", 200 ," $174,833.00 ", -   , -   , $-   , -   , $-   , 11 , 12 ," $38,476.00 ", 26 ," $30,900.00 ", -   , -   , $-   , -   , $-   
02578200, NOSSI COLLEGE OF ART                                                   , TN ,371155138,Proprietary, 200 , 200 ," $726,700.00 ", 199 ," $387,551.00 ", 215 , 215 ," $1,056,299.00 ", 216 ," $563,830.00 ", -   , -   , $-   , -   , $-   , 19 , 19 ," $205,345.00 ", 19 ," $106,620.00 ", -   , -   , $-   , -   , $-   
02578400, MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH                              , MD ,207236010,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 297 , 298 ," $5,561,170.00 ", 473 ," $2,993,904.00 ", -   , -   , $-   , -   , $-   , 78 , 89 ," $1,712,443.00 ", 149 ," $953,108.00 "
02578800, NORTHWEST NANNIES INSTITUTE                                            , OR ,970351215,Proprietary, 12 , 13 ," $40,300.00 ", 18 ," $28,900.00 ", 10 , 11 ," $20,500.00 ", 17 ," $16,500.00 ", -   , -   , $-   , -   , $-   , 1 , 3 ," $5,000.00 ", 6 ," $4,000.00 ", -   , -   , $-   , -   , $-   
02579600, MURDOCH UNIVERSITY                                                     ,,000006150,Foreign-Public, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 8 , 8 ," $164,000.00 ", 8 ," $82,000.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $217,637.00 ", 7 ," $106,319.00 "
02579800, NEW ENGLAND SCHOOL OF ACUPUNCTURE                                      , MA ,024581005,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 102 , 102 ," $2,023,909.00 ", 102 ," $706,833.00 ", -   , -   , $-   , -   , $-   , 62 , 80 ," $1,048,074.00 ", 80 ," $383,439.00 "
02579900, NORTH CENTRAL OPPORTUNITIES INDUSTRIALIZATION CENTER                   , WV ,265542936,Private-Nonprofit, 50 , 50 ," $147,937.00 ", 106 ," $76,110.00 ", 47 , 47 ," $204,535.00 ", 100 ," $105,023.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02580100, IVERSON INSTITUTE                                                      , GA ,303413662,Proprietary, 74 , 74 ," $225,864.00 ", 90 ," $133,348.00 ", 75 , 75 ," $379,275.00 ", 92 ," $226,141.00 ", -   , -   , $-   , -   , $-   , 2 , 3 ," $16,348.00 ", 3 ," $8,175.00 ", -   , -   , $-   , -   , $-   
02580200, ATLANTA SCHOOL OF MASSAGE                                              , GA ,303386704,Proprietary, 87 , 87 ," $255,398.00 ", 90 ," $133,514.00 ", 88 , 88 ," $426,725.00 ", 92 ," $227,020.00 ", 1 , 1 ," $7,917.00 ", 2 ," $7,917.00 ", 1 , 1 ," $10,549.00 ", 1 ," $5,274.00 ", -   , -   , $-   , -   , $-   
02581100, CLAREMORE BEAUTY COLLEGE                                               , OK ,740177034,Proprietary, 8 , 9 ," $27,500.00 ", 14 ," $22,500.00 ", 9 , 9 ," $21,000.00 ", 15 ," $17,250.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02581200, CC'S COSMETOLOGY COLLEGE                                               , OK ,741291818,Proprietary, 17 , 17 ," $52,304.00 ", 23 ," $40,094.00 ", 16 , 16 ," $76,067.00 ", 21 ," $56,887.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02582200," GUY'S ACADEMY HAIR, SKIN & NAILS                                       ", LA ,711052404,Proprietary, 29 , 29 ," $91,028.00 ", 46 ," $77,783.00 ", 25 , 25 ," $115,950.00 ", 38 ," $100,234.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02582700, CORTIVA INSTITUTE - TUCSON                                             , AZ ,857103503,Proprietary, 113 , 113 ," $249,732.00 ", 152 ," $155,813.00 ", 114 , 114 ," $381,477.00 ", 154 ," $237,846.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $54,059.00 ", 11 ," $36,297.00 ", -   , -   , $-   , -   , $-   
02582900, KAPLAN CAREER INSTITUTE                                                , OH ,441296810,Proprietary, 97 , 98 ," $260,151.00 ", 140 ," $139,299.00 ", 49 , 49 ," $169,884.00 ", 86 ," $119,466.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02583000, GWINNETT COLLEGE                                                       , GA ,300473447,Proprietary, 287 , 287 ," $1,139,929.00 ", 393 ," $516,135.00 ", 280 , 280 ," $1,564,271.00 ", 380 ," $671,292.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02584200, NEWBRIDGE COLLEGE                                                      , CA ,927058605,Proprietary, 4 , 4 ," $9,000.00 ", 4 ," $9,000.00 ", 4 , 4 ," $10,000.00 ", 4 ," $10,000.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,574.00 ", 1 ," $2,574.00 ", -   , -   , $-   , -   , $-   
02584400, NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS           , RI ,028601752,Proprietary, 321 , 322 ," $745,727.00 ", 469 ," $538,521.00 ", 317 , 338 ," $1,227,083.00 ", 496 ," $898,068.00 ", -   , -   , $-   , -   , $-   , 12 , 13 ," $69,371.00 ", 20 ," $50,616.00 ", -   , -   , $-   , -   , $-   
02584900, FIRST INSTITUTE                                                        , IL ,600147489,Proprietary, 96 , 96 ," $326,390.00 ", 133 ," $152,144.00 ", 99 , 102 ," $540,282.00 ", 142 ," $257,267.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $40,500.00 ", 6 ," $14,707.00 ", -   , -   , $-   , -   , $-   
02586000, INFINITY CAREER COLLEGE                                                , MS ,390513716,Proprietary, 23 , 23 ," $63,326.00 ", 30 ," $38,796.00 ", 9 , 9 ," $16,799.00 ", 7 ," $7,601.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02586400, TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER             , OH ,444831997,Public, 71 , 71 ," $169,651.00 ", 91 ," $101,604.00 ", 67 , 67 ," $259,322.00 ", 85 ," $155,899.00 ", 1 , 1 ," $1,733.00 ", 2 ," $1,733.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02586900, HARRIS SCHOOL OF BUSINESS                                              , NJ ,080432604,Proprietary, 302 , 302 ," $818,124.00 ", 398 ," $500,361.00 ", 297 , 297 ," $1,164,930.00 ", 400 ," $703,388.00 ", -   , -   , $-   , -   , $-   , 14 , 14 ," $91,950.00 ", 21 ," $56,668.00 ", -   , -   , $-   , -   , $-   
02587500, UNIVERSIDAD METROPOLITANA                                              , PR ,009262602,Private-Nonprofit," 3,730 "," 4,036 "," $10,202,012.00 "," 4,047 "," $6,511,888.00 ", 973 ," 1,073 "," $2,285,698.00 "," 1,075 "," $1,457,786.00 "," 1,657 "," 1,823 "," $10,269,638.00 "," 1,822 "," $5,994,899.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02587600, ORLO SCHOOL OF HAIR DESIGN & COSMETOLOGY (THE)                         , NY ,122061723,Proprietary, 50 , 50 ," $169,604.00 ", 52 ," $86,382.00 ", 48 , 52 ," $200,391.00 ", 54 ," $105,915.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,106.00 ", 1 ," $3,053.00 ", -   , -   , $-   , -   , $-   
02587700, HAIR PROFESSIONALS CAREER COLLEGE                                      , IL ,604651929,Proprietary, 27 , 27 ," $73,577.00 ", 33 ," $48,719.00 ", 25 , 25 ," $100,532.00 ", 30 ," $66,253.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02588000, UNIVERSITY OF ULSTER                                                   ,,BT52 1SA      ,Foreign-Public, 3 , 3 ," $11,500.00 ", 3 ," $5,750.00 ", 4 , 4 ," $19,500.00 ", 4 ," $9,750.00 ", 4 , 4 ," $82,000.00 ", 4 ," $41,000.00 ", 1 , 1 ," $50,230.00 ", 1 ," $25,115.00 ", 4 , 4 ," $132,432.00 ", 4 ," $66,217.00 "
02588200, DOUGLAS J AVEDA INSTITUTE                                              , MI ,488234351,Proprietary, 629 , 629 ," $1,999,307.00 ", 874 ," $1,370,689.00 ", 646 , 647 ," $2,664,154.00 ", 918 ," $1,784,609.00 ", -   , -   , $-   , -   , $-   , 78 , 79 ," $785,706.00 ", 126 ," $555,816.00 ", -   , -   , $-   , -   , $-   
02588500, OHIO STATE SCHOOL OF COSMETOLOGY                                       , OH ,430814069,Proprietary, 82 , 82 ," $281,785.00 ", 87 ," $149,893.00 ", 50 , 50 ," $153,269.00 ", 54 ," $85,648.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,600.00 ", 1 ," $3,300.00 ", -   , -   , $-   , -   , $-   
02588600, SEMINARIO EVANGELICO DE PUERTO RICO                                    , PR ,009252207,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 20 , 20 ," $49,282.00 ", 20 ," $49,282.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02588900, MEDTECH COLLEGE                                                        , VA ,220423013,Proprietary, 499 , 502 ," $1,688,867.00 ", 696 ," $877,104.00 ", 482 , 485 ," $2,662,467.00 ", 675 ," $1,398,412.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $94,727.00 ", 22 ," $57,062.00 ", -   , -   , $-   , -   , $-   
02590900, WRIGHT CAREER COLLEGE                                                  , KS ,662101407,Private-Nonprofit," 1,838 "," 2,202 "," $4,792,850.00 "," 3,857 "," $3,699,412.00 "," 1,813 "," 2,177 "," $7,254,798.00 "," 3,887 "," $5,578,922.00 ", 1 , 1 ," $3,000.00 ", 2 ," $3,000.00 ", 5 , 5 ," $21,122.00 ", 14 ," $16,861.00 ", -   , -   , $-   , -   , $-   
02591100, CAREER POINT COLLEGE                                                   , TX ,782012027,Proprietary, 670 , 674 ," $2,238,468.00 "," 1,274 "," $1,840,438.00 ", 625 , 632 ," $3,067,081.00 "," 1,193 "," $2,541,823.00 ", -   , -   , $-   , -   , $-   , 7 , 8 ," $87,237.00 ", 13 ," $66,148.00 ", -   , -   , $-   , -   , $-   
02591900, KAPLAN COLLEGE                                                         , TX ,799071525,Proprietary, 181 , 183 ," $540,807.00 ", 301 ," $323,603.00 ", 123 , 131 ," $488,986.00 ", 233 ," $319,607.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $8,416.00 ", 2 ," $2,805.00 ", -   , -   , $-   , -   , $-   
02593800, CONCORDIA UNIVERSITY COLLEGE OF ALBERTA                                ,,T5B 4E4       ,Foreign-Private, 1 , 1 ," $3,149.00 ", 1 ," $1,575.00 ", 1 , 1 ," $7,351.00 ", 1 ," $3,176.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02594300, COLLEGEAMERICA DENVER                                                  , CO ,802223380,Proprietary, 656 , 657 ," $2,474,128.00 ", 888 ," $1,657,342.00 ", 629 , 629 ," $3,307,132.00 ", 849 ," $2,202,368.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $24,058.00 ", 3 ," $12,029.00 ", -   , -   , $-   , -   , $-   
02595000, FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES                    , TN ,373342909,Proprietary, 25 , 25 ," $75,451.00 ", 29 ," $42,058.00 ", 19 , 19 ," $68,400.00 ", 19 ," $34,200.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02595700, HILLSDALE BEAUTY COLLEGE                                               , MI ,492420000,Proprietary, 10 , 11 ," $30,259.00 ", 15 ," $18,009.00 ", 8 , 9 ," $35,014.00 ", 11 ," $21,064.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02596400, CRIMSON TECHNICAL COLLEGE                                              , CA ,903012904,Proprietary, 270 , 273 ," $876,049.00 ", 361 ," $565,201.00 ", 251 , 254 ," $1,136,594.00 ", 331 ," $708,659.00 ", -   , -   , $-   , -   , $-   , 18 , 19 ," $137,632.00 ", 29 ," $103,221.00 ", -   , -   , $-   , -   , $-   
02597100, HERITAGE INSTITUTE                                                     , FL ,339127132,Proprietary, 259 , 259 ," $843,730.00 ", 293 ," $472,877.00 ", 246 , 252 ," $1,299,600.00 ", 287 ," $735,397.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $23,738.00 ", 4 ," $15,927.00 ", -   , -   , $-   , -   , $-   
02597300, SOUTH BAYLO UNIVERSITY                                                 , CA ,928011701,Private-Nonprofit, 32 , 32 ," $176,000.00 ", 46 ," $83,706.00 ", 17 , 17 ," $87,500.00 ", 23 ," $38,174.00 ", 164 , 164 ," $2,981,168.00 ", 232 ," $1,346,121.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $64,438.00 ", 11 ," $31,908.00 "
02598200, UNIVERSITY OF SOUTHERNMOST FLORIDA                                     , FL ,322259828,Proprietary, 49 , 49 ," $170,742.00 ", 68 ," $117,479.00 ", 48 , 49 ," $264,087.00 ", 68 ," $184,071.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $4,740.00 ", 1 ," $2,370.00 ", -   , -   , $-   , -   , $-   
02599400, NEW YORK COLLEGE OF HEALTH PROFESSIONS                                 , NY ,117914413,Private-Nonprofit, 509 , 547 ," $2,064,279.00 ", 827 ," $1,680,555.00 ", 458 , 492 ," $2,485,873.00 ", 732 ," $1,994,856.00 ", 78 , 98 ," $1,224,256.00 ", 144 ," $1,034,460.00 ", 2 , 2 ," $10,874.00 ", 3 ," $10,874.00 ", 1 , 1 ," $15,000.00 ", 1 ," $7,500.00 "
02599700, VATTEROTT COLLEGE                                                      , MO ,631342900,Proprietary," 3,490 "," 3,641 "," $12,534,693.00 "," 6,061 "," $7,561,780.00 "," 3,360 "," 3,460 "," $18,152,237.00 "," 5,763 "," $10,879,741.00 ", -   , -   , $-   , -   , $-   , 50 , 51 ," $390,254.00 ", 88 ," $238,105.00 ", -   , -   , $-   , -   , $-   
02599800, EVEREST UNIVERSITY                                                     , FL ,337702556,Proprietary, 760 , 815 ," $2,306,199.00 "," 1,134 "," $1,326,535.00 ", 744 , 813 ," $3,562,331.00 "," 1,139 "," $2,005,799.00 ", 59 , 88 ," $733,390.00 ", 127 ," $356,385.00 ", 5 , 5 ," $39,878.00 ", 5 ," $18,033.00 ", -   , -   , $-   , -   , $-   
02600100, NEW YORK ACADEMY OF ART (THE)                                          , NY ,100132911,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 57 , 57 ," $1,136,228.00 ", 59 ," $574,228.00 ", -   , -   , $-   , -   , $-   , 50 , 50 ," $1,626,265.00 ", 50 ," $815,230.00 "
02600200, OCEAN CORPORATION (THE)                                                , TX ,770993479,Proprietary, 118 , 118 ," $410,984.00 ", 148 ," $254,854.00 ", 114 , 114 ," $566,000.00 ", 142 ," $338,754.00 ", -   , -   , $-   , -   , $-   , 36 , 36 ," $631,817.00 ", 50 ," $442,952.00 ", -   , -   , $-   , -   , $-   
02600900, AVEDA INSTITUTE COVINGTON                                              , LA ,704332922,Proprietary, 803 , 803 ," $2,492,228.00 "," 1,209 "," $1,870,965.00 ", 798 , 798 ," $3,381,305.00 "," 1,204 "," $2,524,929.00 ", -   , -   , $-   , -   , $-   , 35 , 35 ," $300,523.00 ", 57 ," $234,194.00 ", -   , -   , $-   , -   , $-   
02601000, AMERICAN SCHOOL OF BUSINESS                                            , LA ,711055646,Proprietary, 13 , 13 ," $45,500.00 ", 17 ," $29,750.00 ", 13 , 20 ," $62,075.00 ", 24 ," $34,234.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02601100, OPELOUSAS SCHOOL OF COSMETOLOGY                                        , LA ,705706156,Proprietary, 6 , 6 ," $16,150.00 ", 6 ," $7,825.00 ", 1 , 1 ," $5,500.00 ", 1 ," $2,750.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
02602100, NORTHWEST COLLEGE OF ART & DESIGN                                      , WA ,983708625,Proprietary, 50 , 50 ," $192,625.00 ", 50 ," $100,000.00 ", 53 , 53 ," $193,500.00 ", 54 ," $98,500.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $98,569.00 ", 9 ," $46,785.00 ", -   , -   , $-   , -   , $-   
02602300, CENTRAL COAST COLLEGE                                                  , CA ,939013301,Proprietary, 65 , 65 ," $218,552.00 ", 103 ," $88,034.00 ", 53 , 53 ," $182,567.00 ", 81 ," $71,840.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $42,308.00 ", 14 ," $18,075.00 ", -   , -   , $-   , -   , $-   
02603100, XENON INTERNATIONAL ACADEMY                                            , KS ,672035428,Proprietary, 98 , 98 ," $297,246.00 ", 146 ," $227,300.00 ", 100 , 102 ," $419,812.00 ", 153 ," $321,372.00 ", -   , -   , $-   , -   , $-   , 6 , 6 ," $44,415.00 ", 9 ," $31,427.00 ", -   , -   , $-   , -   , $-   
02603700, OREGON COLLEGE OF ORIENTAL MEDICINE                                    , OR ,972092859,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 242 , 273 ," $4,105,756.00 ", 344 ," $2,310,430.00 ", -   , -   , $-   , -   , $-   , 190 , 333 ," $2,633,624.00 ", 389 ," $1,586,640.00 "
02603800, LORAIN COUNTY JVS ADULT CAREER CENTER                                  , OH ,440749799,Public, 21 , 21 ," $54,684.00 ", 21 ," $26,027.00 ", 24 , 24 ," $68,924.00 ", 24 ," $34,463.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
